vendor_address_id|vendor_id|vendor_name|address_no|effective_dt|address_01|city|postal|country
VDA-00106|VD-0108|Turnkey Time|1|2007-11-14 00:00:00|rue de la R??tisserie 8|Gen??ve|1204|Switzerland
VDA-00041|VD-0564|Cascade Time|1|2010-01-25 00:00:00|Wolfeggstrasse 1|Widen|8967|Switzerland
VDA-00514|VD-0442|Oliver, Martina|1|2010-09-15 00:00:00|Schlimpergstrasse 4|Effretikon|8307|Switzerland
VDA-00103|VD-0516|Lifetime Time|1|2011-03-22 00:00:00|Gerbergasse 5|Z??rich|8001|Switzerland
VDA-00440|VD-0351|Trevino, Leroy|1|2014-09-10 00:00:00|rue de la Promenade 42|Bulle|1630|Switzerland
VDA-00348|VD-0239|Contreras, Jayme|1|2009-09-22 00:00:00|L??wenstrasse 54|Z??rich|8001|Switzerland
VDA-00717|VD-0311|Christian, Velma|2|2015-09-17 00:00:00|Neue Winterthurerstrasse 99|Wallisellen|8304|Switzerland
VDA-00546|VD-0482|Ferguson, Ciaran|1|2012-09-14 00:00:00|Stationsstrasse 5|Br??ttisellen|8306|Switzerland
VDA-00607|VD-0559|Waller, Lionel|1|2012-10-12 00:00:00|Z??richstrasse 46|Bassersdorf|8303|Switzerland
VDA-00496|VD-0421|Hunter, Tad|1|2010-11-12 00:00:00|rue du Viaduc 30|Biel/Bienne|2502|Switzerland
VDA-00518|VD-0447|Blackburn, Vladimir|1|2011-07-05 00:00:00|Sch??tzenmattstrasse 14|B??lach|8180|Switzerland
VDA-00605|VD-0557|Fowler, Leonard|1|2016-11-23 00:00:00|Z??richstrasse 28|Br??ttisellen|8306|Switzerland
VDA-00521|VD-0451|Hays, Samson|1|2013-04-23 00:00:00|Seefeldstrasse 189|Z??rich|8008|Switzerland
VDA-00322|VD-0210|Sanford, Nash|1|2007-10-26 00:00:00|Kempttalstrasse 1|Pf??ffikon|8330|Switzerland
VDA-00253|VD-0126|Riddle, Igor|1|2011-03-28 00:00:00|Eigentalstrasse 55|N??rensdorf|8309|Switzerland
VDA-00633|VD-0522|Huber, Brent|2|2012-04-20 00:00:00|Sonnenbergstrasse 68|Schwerzenbach|8603|Switzerland
VDA-00573|VD-0514|Cunningham, Melanie|1|2009-06-15 00:00:00|Wehntalerstrasse 286|Z??rich|8046|Switzerland
VDA-00359|VD-0255|Santana, Emmanuel|1|2011-04-06 00:00:00|M??rtplatz 5|Effretikon|8307|Switzerland
VDA-00556|VD-0492|Nolan, Murphy|1|2009-10-28 00:00:00|Technopole 4|Sierre|3960|Switzerland
VDA-00694|VD-0083|Roberson, Allen|2|2016-03-10 00:00:00|Wilstrasse 100|D??bendorf|8600|Switzerland
VDA-00683|VD-0038|Gardner, Rafael|2|2011-09-03 00:00:00|Z??richstrasse 27|D??bendorf|8600|Switzerland
VDA-00264|VD-0137|Harrison, Kadeem|1|2015-03-25 00:00:00|Frankengasse 6|Z??rich|8001|Switzerland
VDA-00233|VD-0099|Love, Nola|1|2014-03-03 00:00:00|Champ de la Pierre 4a|Sonceboz-Sombeval|2605|Switzerland
VDA-00027|VD-0183|Tarantella Time!|1|2010-10-14 00:00:00|Pelikanstrasse 6|Z??rich|8001|Switzerland
VDA-00574|VD-0515|Nixon, Aurelia|1|2015-11-05 00:00:00|Weiernstrasse 22|Aadorf|8355|Switzerland
VDA-00540|VD-0475|York, Rudyard|1|2011-10-26 00:00:00|St. Gallerstrasse 8|Frauenfeld|8500|Switzerland
VDA-00626|VD-0045|Burris, Anthony|2|2015-06-14 00:00:00|Usterstrasse 20|Illnau|8308|Switzerland
VDA-00705|VD-0438|Sparks, Asher|2|2010-03-14 00:00:00|Steinackerstrasse 35|Kloten|8302|Switzerland
VDA-00117|VD-0120|Moving with the Times|3|2016-02-11 00:00:00|via Pessina 20|Lugano|6900|Switzerland
VDA-00246|VD-0116|Ball, Forrest|1|2014-08-15 00:00:00|Dorfstrasse 37|Richterswil|8805|Switzerland
VDA-00089|VD-0432|Beyond Time|1|2005-07-22 00:00:00|esplanade L.-Robert 2|Neuch??tel|2000|Switzerland
VDA-00053|VD-0415|NorthStar Time|4|2015-02-22 00:00:00|rue du Versoix 1a|La Chaux-de-Fonds|2300|Switzerland
VDA-00624|VD-0484|Buckley, Wylie|2|2016-08-28 00:00:00|Industriestrasse 28|Dietlikon|8305|Switzerland
VDA-00286|VD-0164|Lewis, Levi|1|2012-02-06 00:00:00|Grand-Rue 84|Montreux|1820|Switzerland
VDA-00208|VD-0069|Schwartz, Forrest|1|2012-11-05 00:00:00|Berninastrasse 34|Z??rich|8057|Switzerland
VDA-00393|VD-0297|Webster, Jena|1|2016-11-29 00:00:00|place Pury 7|Neuch??tel|2000|Switzerland
VDA-00220|VD-0084|Calhoun, Kiayada|1|2012-10-08 00:00:00|boulevard de P??rolles 4|Fribourg|1700|Switzerland
VDA-00720|VD-0017|Sykes, Edan|2|2007-12-10 00:00:00|Bahnhofplatz 2|Wallisellen|8304|Switzerland
VDA-00455|VD-0369|Duffy, Shad|1|2014-10-02 00:00:00|rue de Vevey 16|Bulle|1630|Switzerland
VDA-00189|VD-0041|Bolton, Penelope|1|2007-08-16 00:00:00|Badstrasse 5|Grafstal|8310|Switzerland
VDA-00697|VD-0213|Dixon, Stephanie|2|2013-08-20 00:00:00|T??mperlistrasse 10|F??llanden|8117|Switzerland
VDA-00067|VD-0564|Cascade Time|2|2011-07-05 00:00:00|Bodmenstrasse 12|Zermatt|3920|Switzerland
VDA-00503|VD-0428|Mays, Ruby|1|2014-06-10 00:00:00|rue Numa-Droz 2|La Chaux-de-Fonds|2300|Switzerland
VDA-00520|VD-0450|Silva, Ralph|1|2012-01-25 00:00:00|Schwimmbadstrasse|Volketswil|8604|Switzerland
VDA-00687|VD-0505|Raymond, Vance|2|2016-03-03 00:00:00|Alte Winterthurerstrasse 94|Wallisellen|8304|Switzerland
VDA-00480|VD-0400|Bates, Josiah|1|2014-09-08 00:00:00|rue du Nord 152|La Chaux-de-Fonds|2300|Switzerland
VDA-00731|VD-0297|Webster, Jena|2|2016-12-04 00:00:00|Oberfeldstrasse 14|Kloten|8302|Switzerland
VDA-00315|VD-0202|Green, Angelica|1|2012-07-18 00:00:00|Javastrasse 4|Volketswil|8604|Switzerland
VDA-00448|VD-0361|Grimes, Kyla|1|2010-12-13 00:00:00|rue de l'Eglise 7|Court??telle|2852|Switzerland
VDA-00752|VD-0567|Blanchard, Hammett|1|2010-12-24 00:00:00|Bahnhofstrasse 28|Effretikon|8307|Switzerland
VDA-00759|VD-0574|Tucker, Amos|1|2011-03-14 00:00:00|Neue Winterthurerstrasse 7|Dietlikon|8305|Switzerland
VDA-00600|VD-0549|Luna, Oleg|1|2008-08-15 00:00:00|Z??rcherstrasse 183|Frauenfeld|8500|Switzerland
VDA-00039|VD-0380|Cornerstone Time|1|2012-12-17 00:00:00|Niederstad 20|Alpnachstad|6053|Switzerland
VDA-00760|VD-0575|Holland, Ray|1|2011-07-25 00:00:00|Neue Winterthurerstrasse 7|Dietlikon|8305|Switzerland
VDA-00381|VD-0283|Snow, Maggie|1|2016-09-15 00:00:00|Oetwilerstrasse 13|Dietikon|8953|Switzerland
VDA-00128|VD-0186|Specialty Time|1|2009-11-16 00:00:00|Hauptstrasse 36|Biberist|4562|Switzerland
VDA-00391|VD-0295|Holmes, Harding|1|2007-11-27 00:00:00|place Pestalozzi 8|Yverdon-les-Bains|1400|Switzerland
VDA-00206|VD-0065|Morse, Carolyn|1|2015-04-09 00:00:00|bas du Village 13|Les Bois||
VDA-00681|VD-0223|Burt, Shelly|2|2016-11-23 00:00:00|Z??richstrasse 30|D??bendorf|8600|Switzerland
VDA-00571|VD-0511|Reilly, Lysandra|1|2010-05-28 00:00:00|Von Werdt-Passage 3|Bern|3011|Switzerland
VDA-00176|VD-0024|Brennan, August|1|2013-11-15 00:00:00|avenue de la Gare 10|Fribourg|1700|Switzerland
VDA-00511|VD-0438|Sparks, Asher|1|2009-05-22 00:00:00|Schaffhauserstrasse 147|Kloten|8302|Switzerland
VDA-00251|VD-0123|Pugh, Amal|1|2011-10-20 00:00:00|D??bendorfstrasse 33|Wangen b. D??bendorf|8602|Switzerland
VDA-00090|VD-0299|InTime Learning|1|2005-02-18 00:00:00|Murbacherstrasse 4|Luzern|6003|Switzerland
VDA-00486|VD-0409|Duran, Ashely|1|2013-03-04 00:00:00|rue du Quai 1|Montreux|1820|Switzerland
VDA-00012|VD-0052|Time  Utopia|1|2014-04-22 00:00:00|rue Sonnex 21|Le Grand-Saconnex|1218|Switzerland
VDA-00112|VD-0229|Technology Wizard|2|2013-10-13 00:00:00|Wiesenbachstrasse 5|Abtwil|9030|Switzerland
VDA-00412|VD-0321|Wagner, Eleanor|1|2011-04-08 00:00:00|route de la Communance 86|Del??mont|2800|Switzerland
VDA-00445|VD-0357|Harding, Lael|1|2012-06-28 00:00:00|rue de la Serre 9|La Chaux-de-Fonds|2300|Switzerland
VDA-00352|VD-0243|Castro, Galena|1|2006-05-18 00:00:00|Marktgasse 3|Winterthur|8400|Switzerland
VDA-00308|VD-0193|York, Jade|1|2013-12-31 00:00:00|Hohlstrasse 30|Z??rich|8004|Switzerland
VDA-00437|VD-0348|Skinner, Ishmael|1|2010-08-16 00:00:00|rue de la Concorde 29|Le Locle|2400|Switzerland
VDA-00326|VD-0214|Henderson, Reuben|1|2011-01-05 00:00:00|Klosterhof 2|R??ti|8630|Switzerland
VDA-00064|VD-0101|ColorOptic|3|2014-08-29 00:00:00|Innere Poststrasse|Arosa|7050|Switzerland
VDA-00579|VD-0522|Huber, Brent|1|2010-12-31 00:00:00|Weite Gasse 28|Baden|5400|Switzerland
VDA-00657|VD-0176|Cox, Abbot|2|2007-06-09 00:00:00|Hofwiesenstrasse 4A|Volketswil|8604|Switzerland
VDA-00490|VD-0414|Velazquez, Fulton|1|2016-10-17 00:00:00|rue du T??nor 27|Tramelan|2720|Switzerland
VDA-00401|VD-0308|Hooper, Lee|1|2011-06-06 00:00:00|Rathausgasse 29|Murten|3280|Switzerland
VDA-00023|VD-0087|Triad Time|1|2011-06-21 00:00:00|Rathausstrasse 27|Rapperswil SG|8640|Switzerland
VDA-00363|VD-0260|Day, Magee|1|2012-07-30 00:00:00|Moosmattstrasse 30|Dietikon|8953|Switzerland
VDA-00534|VD-0468|Delacruz, Quin|1|2005-05-26 00:00:00|sous Bellevue 40|Porrentruy|2900|Switzerland
VDA-00378|VD-0280|Clarke, Giselle|1|2012-06-04 00:00:00|Obere Kirchgasse 18|Winterthur|8400|Switzerland
VDA-00690|VD-0175|Pacheco, Lareina|2|2016-12-02 00:00:00|Neuweg 4|D??bendorf|8600|Switzerland
VDA-00394|VD-0298|Murphy, Nissim|1|2013-05-27 00:00:00|Postgasse 52|Bern|3011|Switzerland
VDA-00054|VD-0026|Spare Time|1|2011-06-14 00:00:00|R??dengasse 4|Basel|4001|Switzerland
VDA-00636|VD-0105|Robbins, Gillian|2|2008-01-21 00:00:00|Bahnhofstrasse 64|D??bendorf|8600|Switzerland
VDA-00349|VD-0240|Maldonado, Cole|1|2008-11-24 00:00:00|Marktgasse 16|Rapperswil|8640|Switzerland
VDA-00714|VD-0560|Vance, Buckminster|2|2015-11-17 00:00:00|Ueberlandstrasse 1|D??bendorf|8600|Switzerland
VDA-00773|VD-0571|Mcfadden, Stewart|2|2011-11-02 00:00:00|Im Baumgarten 35||8332|Switzerland
VDA-00724|VD-0561|Henderson, Lance|2|2015-05-11 00:00:00|Hammerweg 1|Wallisellen|8304|Switzerland
VDA-00063|VD-0397|Kongle|1|2008-12-09 00:00:00|avenue Claude Nobs 2|Montreux|1820|Switzerland
VDA-00685|VD-0551|Norris, Driscoll|2|2008-06-29 00:00:00|Z??richstrasse 29|D??bendorf|8600|Switzerland
VDA-00214|VD-0078|Armstrong, Anne|1|2014-09-03 00:00:00|Birkenweg 2|Wallisellen|8304|Switzerland
VDA-00748|VD-0238|Berry, Melodie|2|2010-05-12 00:00:00|Sunnetalstrasse 2a|F??llanden|8117|Switzerland
VDA-00614|VD-0247|Thornton, Ivan|2|2013-02-06 00:00:00|Neue Winterthurerstrasse 20|Dietlikon|8305|Switzerland
VDA-00122|VD-0229|Technology Wizard|3|2015-01-23 00:00:00|Seestrasse 300|Merligen|3658|Switzerland
VDA-00637|VD-0234|Atkinson, Quemby|2|2011-01-08 00:00:00|Sonnenbergstrasse 68|Schwerzenbach|8603|Switzerland
VDA-00429|VD-0339|Drake, Hillary|1|2012-04-30 00:00:00|rue de Boujean 122|Biel/Bienne|2504|Switzerland
VDA-00237|VD-0105|Robbins, Gillian|1|2006-06-08 00:00:00|chemin des Sports 10|V??troz|1963|Switzerland
VDA-00407|VD-0315|Mcfadden, Gray|1|2009-11-12 00:00:00|Rikonerstrasse 52|Effretikon|8307|Switzerland
VDA-00603|VD-0555|Wynn, Noel|1|2007-02-20 00:00:00|Z??richstrasse 104|Adliswil|8134|Switzerland
VDA-00512|VD-0439|Lawrence, Vladimir|1|2014-09-01 00:00:00|Schaffhauserstrasse 76|Glattbrugg|8152|Switzerland
VDA-00623|VD-0535|Wooten, Melissa|2|2015-10-24 00:00:00|Gfennstrasse 22|D??bendorf|8600|Switzerland
VDA-00478|VD-0398|Estes, Basil|1|2008-11-28 00:00:00|rue du Lac 40|Clarens|1815|Switzerland
VDA-00296|VD-0177|Hobbs, Raja|1|2013-06-03 00:00:00|Hauptstrasse 3|Effretikon|8307|Switzerland
VDA-00464|VD-0383|Phelps, Calvin|1|2014-02-05 00:00:00|rue des Perri??res 8|Le Noirmont|2340|Switzerland
VDA-00345|VD-0236|Curry, William|1|2014-04-28 00:00:00|Lindauerstrasse 2|N??rensdorf|8309|Switzerland
VDA-00676|VD-0435|Jensen, Rigel|2|2011-08-15 00:00:00|Steinackerstrasse 68|Kloten|8302|Switzerland
VDA-00240|VD-0109|Moody, Amos|1|2008-10-24 00:00:00|chemin du Gors 10|Sugiez|1786|Switzerland
VDA-00280|VD-0156|Sampson, Kylynn|1|2010-11-29 00:00:00|Goethestrasse 5|St??fa|8712|Switzerland
VDA-00675|VD-0211|Guthrie, Jonah|2|2006-04-09 00:00:00|Industriestrasse 22|Volketswil|8604|Switzerland
VDA-00715|VD-0361|Grimes, Kyla|2|2014-03-22 00:00:00|Kirchstrasse 4|Wallisellen|8304|Switzerland
VDA-00646|VD-0128|Jacobs, Gareth|2|2012-10-15 00:00:00|Steighof 2|Br??tten|8311|Switzerland
VDA-00226|VD-0091|Stafford, Jameson|1|2011-06-14 00:00:00|Brunnwiesenstrasse 26|Z??rich|8049|Switzerland
VDA-00737|VD-0157|Juarez, Sharon|2|2011-06-19 00:00:00|Oberfeldstrasse 14|Kloten|8302|Switzerland
VDA-00652|VD-0177|Hobbs, Raja|2|2014-02-02 00:00:00|Im Riet 7|Illnau|8308|Switzerland
VDA-00610|VD-0562|Carson, Aladdin|1|2014-08-25 00:00:00|Zurlindenstrasse 226|Z??rich|8003|Switzerland
VDA-00703|VD-0096|Ruiz, Upton|2|2015-01-05 00:00:00|Lagerstrasse 7|D??bendorf|8600|Switzerland
VDA-00107|VD-0057|Spacewax|1|2009-10-01 00:00:00|Schweizerhofquai 3a|Luzern|6004|Switzerland
VDA-00693|VD-0547|Leonard, Caldwell|2|2014-09-17 00:00:00|Bubentalstrasse 7|Wallisellen|8304|Switzerland
VDA-00229|VD-0095|Webster, Dawn|1|2013-08-08 00:00:00|B??rglistrasse 37|W??denswil|8820|Switzerland
VDA-00076|VD-0206|Time  Avatar|1|2015-11-03 00:00:00|Eichtalstrasse 7|Hombrechtikon|8634|Switzerland
VDA-00178|VD-0028|Rush, Lester|1|2009-08-14 00:00:00|avenue de la Gare 42|Del??mont|2800|Switzerland
VDA-00337|VD-0225|Mack, Nyssa|1|2014-08-25 00:00:00|Lagerstrasse 2|Z??rich|8004|Switzerland
VDA-00606|VD-0558|Huffman, Coby|1|2015-04-27 00:00:00|Z??richstrasse 35|Br??ttisellen|8306|Switzerland
VDA-00258|VD-0131|Perry, Baker|1|2009-07-28 00:00:00|Feldstrasse 85|B??lach|8180|Switzerland
VDA-00011|VD-0310|Grok|1|2010-10-25 00:00:00|Seestrasse 16|Weggis|6353|Switzerland
VDA-00529|VD-0462|Manning, Risa|1|2015-11-23 00:00:00|Shopville|Z??rich|8001|Switzerland
VDA-00733|VD-0512|Jones, Wylie|2|2012-06-12 00:00:00|Dorfstrasse 13|Kyburg|8314|Switzerland
VDA-00167|VD-0013|Lara, Aladdin|1|2005-08-15 00:00:00|Anwandstrasse 30|Z??rich|8004|Switzerland
VDA-00462|VD-0381|Harris, Elvis|1|2011-09-12 00:00:00|rue des Moulins 4|Neuch??tel|2000|Switzerland
VDA-00580|VD-0523|Frederick, Rhona|1|2007-06-13 00:00:00|Weite Gasse 9|Z??rich|8001|Switzerland
VDA-00327|VD-0215|Yang, Claudia|1|2015-02-04 00:00:00|Klotenerstrasse 14|Bassersdorf|8303|Switzerland
VDA-00473|VD-0392|Guzman, Stone|1|2012-08-07 00:00:00|rue du Grand-Pont 20|Sion|1950|Switzerland
VDA-00343|VD-0233|Ray, Merrill|1|2013-10-01 00:00:00|Limmatquai 56|Z??rich|8001|Switzerland
VDA-00659|VD-0084|Calhoun, Kiayada|2|2014-04-21 00:00:00|Bahnhofstrasse 28|D??bendorf|8600|Switzerland
VDA-00771|VD-0586|Mcfadden, Anjolie|1|2004-04-20 00:00:00|Bahnhofstrasse 27|Dubendorf|8600|Switzerland
VDA-00295|VD-0176|Cox, Abbot|1|2006-03-10 00:00:00|Hauptstrasse 27|Nidau|2560|Switzerland
VDA-00554|VD-0490|Mccarty, Hedley|1|2011-04-05 00:00:00|Talstrasse 15|Wetzikon|8620|Switzerland
VDA-00710|VD-0051|Cannon, Magee|2|2013-08-09 00:00:00|Z??richstrasse 94/96|D??bendorf|8600|Switzerland
VDA-00439|VD-0350|Franklin, Jameson|1|2006-12-28 00:00:00|rue de la Pierre-??-Mazel 10|Neuch??tel|2000|Switzerland
VDA-00062|VD-0276|Time  Alternative|1|2011-11-11 00:00:00|corso San Gottardo 24|Chiasso|6830|Switzerland
VDA-00007|VD-0513|Hourglass Etching|2|2011-02-20 00:00:00|Seestrasse 36|Horn|9326|Switzerland
VDA-00751|VD-0566|Finley, Vernon|1|2006-11-16 00:00:00|Martplatz 5|Effretikon|8307|Switzerland
VDA-00460|VD-0374|Gillespie, Elijah|1|2015-01-28 00:00:00|rue des Epouses 3|Fribourg|1700|Switzerland
VDA-00628|VD-0163|Young, Adrian|2|2009-07-03 00:00:00|Rennweg 2|Illnau|8308|Switzerland
VDA-00040|VD-0553|OpenSource Time|1|2013-04-02 00:00:00|Aarauerstrasse 9|Muri AG|5630|Switzerland
VDA-00244|VD-0114|Rhodes, Alyssa|1|2008-01-14 00:00:00|Dorfstrasse 22|W??nnewil|3184|Switzerland
VDA-00695|VD-0357|Harding, Lael|2|2013-06-22 00:00:00|Greifenseestrasse 65|Schwerzenbach|8603|Switzerland
VDA-00743|VD-0457|Beach, Sydney|2|2013-07-28 00:00:00|Zentrum Meierwis|Greifensee|8606|Switzerland
VDA-00199|VD-0055|Ramirez, Montana|1|2008-09-04 00:00:00|Bahnhofstrasse 36|D??bendorf|8600|Switzerland
VDA-00669|VD-0204|Morton, Ray|2|2010-05-07 00:00:00|Industriestrasse 18|Volketswil|8604|Switzerland
VDA-00160|VD-0005|Summers, Louis|1|2007-05-16 00:00:00|Alte Landstrasse 26|Horgen|8810|Switzerland
VDA-00485|VD-0408|Bond, Oscar|1|2013-01-07 00:00:00|rue du Prado 9|Crans-Montana|3963|Switzerland
VDA-00713|VD-0149|Buckley, Nigel|2|2009-11-13 00:00:00|Neue Winterthurerstrasse 99|Wallisellen|8304|Switzerland
VDA-00402|VD-0309|Roberts, Hunter|1|2013-05-06 00:00:00|Rathausgasse 29|Murten|3280|Switzerland
VDA-00351|VD-0242|Rose, Zane|1|2008-02-05 00:00:00|Marktgasse 3|Winterthur|8402|Switzerland
VDA-00590|VD-0538|Cannon, Carly|1|2013-08-28 00:00:00|Z??hringerstrasse 31|Z??rich|8001|Switzerland
VDA-00387|VD-0291|Tucker, Griffin|1|2009-04-28 00:00:00|place du Midi 25|Sion|1950|Switzerland
VDA-00072|VD-0101|ColorOptic|4|2015-08-13 00:00:00|Chalet La Rocaille, Promenade 28|Gstaad|3780|Switzerland
VDA-00331|VD-0219|Holman, Paula|1|2014-06-02 00:00:00|Korporationsweg 13A|Wilen b. Wollerau|8832|Switzerland
VDA-00611|VD-0563|Sullivan, Evan|1|2014-09-24 00:00:00|Zweierstrasse 50|Z??rich|8004|Switzerland
VDA-00111|VD-0141|Technoracks|1|2011-01-03 00:00:00|Bahnhofstrasse 64|Z??rich|8001|Switzerland
VDA-00232|VD-0098|Gill, Michael|1|2016-01-22 00:00:00|Centralweg 16|Affoltern am Albis|8910|Switzerland
VDA-00225|VD-0090|Bowman, Phillip|1|2013-12-06 00:00:00|Brunngasse 4|Z??rich|8001|Switzerland
VDA-00320|VD-0208|Hanson, Giacomo|1|2009-07-17 00:00:00|Kalanderplatz 1|Z??rich|8045|Switzerland
VDA-00263|VD-0136|Jacobs, Maggy|1|2010-11-01 00:00:00|Forchstrasse 173|Zollikerberg|8125|Switzerland
VDA-00249|VD-0119|Cooley, Aristotle|1|2014-05-07 00:00:00|Dorfstrasse 6|Effretikon|8307|Switzerland
VDA-00767|VD-0582|Bernard, Willa|1|2014-03-20 00:00:00|Industriestrasse 1|Volketswil|8604|Switzerland
VDA-00017|VD-0076|Swiss Events Rentals|1|2015-01-30 00:00:00|Zwingliplatz 2|Z?rich|8001|Switzerland
VDA-00194|VD-0048|Jacobs, Marvin|1|2016-02-19 00:00:00|Bahnhofstrasse 28|Effretikon|8307|Switzerland
VDA-00423|VD-0333|Norris, Steel|1|2014-12-30 00:00:00|route Jambe-Ducommun 6b|Le Locle|2400|Switzerland
VDA-00504|VD-0429|Zimmerman, Cullen|1|2016-03-02 00:00:00|rue Pr??fet Comte 12|Court??telle|2852|Switzerland
VDA-00205|VD-0064|Burton, Ryder|1|2010-11-24 00:00:00|Bandwiesstrasse 4|R??ti|8630|Switzerland
VDA-00404|VD-0312|Mayo, Octavia|1|2013-07-11 00:00:00|Riedwiesenstrasse 3|Dietlikon|8305|Switzerland
VDA-00234|VD-0102|Santiago, Emery|1|2006-01-20 00:00:00|chemin des Aulnes 1|Le Locle|2400|Switzerland
VDA-00024|VD-0273|Mustang Time|1|2013-03-05 00:00:00|avenue de Champel 8C|Gen??ve|1206|Switzerland
VDA-00278|VD-0154|Haynes, Myra|1|2013-06-17 00:00:00|Gl??rnischstrasse 6|Rapperswil|8640|Switzerland
VDA-00596|VD-0544|Klein, Wing|1|2015-03-12 00:00:00|Zugerstrasse 2|W??denswil|8820|Switzerland
VDA-00004|VD-0272|Just Time|1|2013-07-19 00:00:00|Hauptstrasse 49|Kreuzlingen|8280|Switzerland
VDA-00432|VD-0343|Leonard, Christen|1|2009-02-27 00:00:00|rue de Conthey 7|Sion|1950|Switzerland
VDA-00772|VD-0587|Nunez, Ivory|1|2012-01-05 00:00:00|Bahnhofstrasse 27|Dubendorf||
VDA-00395|VD-0300|Parker, Erica|1|2010-10-06 00:00:00|Poststrasse 16|Winterberg|8312|Switzerland
VDA-00294|VD-0175|Pacheco, Lareina|1|2016-05-06 00:00:00|Hauptstrasse 25|Wollerau|8832|Switzerland
VDA-00634|VD-0180|Bender, Jordan|2|2014-11-10 00:00:00|Ueberlandstrasse 219|D??bendorf|8600|Switzerland
VDA-00617|VD-0268|Ayala, Linus|2|2016-11-29 00:00:00|Wangenstrasse 59|D??bendorf|8600|Switzerland
VDA-00649|VD-0140|Mccray, Stephen|2|2005-09-06 00:00:00|Strehlgasse 7|D??bendorf|8600|Switzerland
VDA-00037|VD-0449|Oscilloquartz|1|2015-01-30 00:00:00|Zwingliplatz 2|Z?rich|8001|Switzerland
VDA-00585|VD-0532|Drake, Burton|1|2004-06-16 00:00:00|Wilfriedstrasse 19|Z??rich|8032|Switzerland
VDA-00399|VD-0306|Hancock, Silas|1|2012-09-18 00:00:00|R??ffelstrasse 32|Z??rich|8045|Switzerland
VDA-00595|VD-0543|Callahan, Brian|1|2014-02-07 00:00:00|Ziegeleiw??g 3|Rafz|8197|Switzerland
VDA-00353|VD-0244|Burns, Hilel|1|2013-02-08 00:00:00|Marktgasse 31|B??lach|8180|Switzerland
VDA-00489|VD-0413|Pollard, Len|1|2013-06-11 00:00:00|rue du Temple-Neuf 11|Neuch??tel|2000|Switzerland
VDA-00010|VD-0545|Prism Time|1|2013-02-18 00:00:00|rue Alfred Lugrin 2|Orient|1341|Switzerland
VDA-00436|VD-0347|Sykes, Chancellor|1|2014-04-03 00:00:00|rue de la Combe 6|Ch??zard-St-Martin|2054|Switzerland
VDA-00181|VD-0032|Lynn, Amery|1|2016-04-04 00:00:00|avenue des Alpes 82|Montreux|1820|Switzerland
VDA-00083|VD-0564|Cascade Time|3|2012-11-06 00:00:00|Kronenplatz 18/20|Lenzburg|5600|Switzerland
VDA-00154|VD-0161|Realtime Time|1|2007-11-05 00:00:00|Steinweg 28|Lyss|3250|Switzerland
VDA-00036|VD-0531|Time  Homepage|1|2006-09-06 00:00:00|Einkaufszentrum Tivoli|Spreitenbach|8957|Switzerland
VDA-00449|VD-0362|Salas, Rigel|1|2011-08-02 00:00:00|Rue de l'Eglise 7|Engollon||
VDA-00497|VD-0422|Mcdaniel, Isabella|1|2016-04-08 00:00:00|rue Fritz-Courvoisier 29B|La Chaux-de-Fonds|2300|Switzerland
VDA-00382|VD-0285|Green, Caldwell|1|2014-09-08 00:00:00|Pestalozzistrasse 9|Z??rich|8032|Switzerland
VDA-00043|VD-0077|Real Time Medical|1|2009-09-28 00:00:00|route des Avouillons 4|Gland|1196|Switzerland
VDA-00033|VD-0415|NorthStar Time|3|2013-02-07 00:00:00|avenue d'Ouchy 40|Lausanne|1006|Switzerland
VDA-00211|VD-0072|Rocha, Honorato|1|2007-01-22 00:00:00|Bettlachstrasse 8|Grenchen|2540|Switzerland
VDA-00279|VD-0155|Dillon, Bo|1|2016-09-20 00:00:00|Gl??rnischstrasse 7|Rapperswil|8640|Switzerland
VDA-00235|VD-0103|Alexander, Berk|1|2015-09-04 00:00:00|chemin des Barres 9|Les Breuleux|2345|Switzerland
VDA-00203|VD-0062|Delaney, Ila|1|2011-01-03 00:00:00|Bahnhofstrasse 62|Z??rich|8001|Switzerland
VDA-00629|VD-0216|Wilkinson, Rahim|2|2014-10-20 00:00:00|Widenholzstrasse 2|Dietlikon|8305|Switzerland
VDA-00533|VD-0466|Rasmussen, Robin|1|2010-08-30 00:00:00|Sonnengutstrasse 4|Bremgarten|5620|Switzerland
VDA-00612|VD-0565|Smith, John|1|2016-01-25 00:00:00|Zwingliplatz 2|Z?rich|8001|Switzerland
VDA-00270|VD-0145|Morrison, Brian|1|2011-04-11 00:00:00|F??sslistrasse 4|Z??rich|8001|Switzerland
VDA-00035|VD-0023|Vibrant Time|1|2012-02-13 00:00:00|Zentralstrasse 37|Wohlen|5610|Switzerland
VDA-00307|VD-0192|Fisher, Damon|1|2012-09-27 00:00:00|Hohlstrasse 30|Z??rich|8004|Switzerland
VDA-00718|VD-0450|Silva, Ralph|2|2014-07-12 00:00:00|Burstwiesenstrasse 35|Greifensee|8606|Switzerland
VDA-00457|VD-0371|Richards, Ivy|1|2016-02-03 00:00:00|rue des Chavannes 16|Neuch??tel|2000|Switzerland
VDA-00692|VD-0542|Mclaughlin, Hyatt|2|2013-03-08 00:00:00|Birchlenstrasse 37|D??bendorf|8600|Switzerland
VDA-00073|VD-0200|Nationwide Time|1|2008-07-14 00:00:00|boulevard de P??rolles 8|Fribourg|1700|Switzerland
