account_id|vendor_id|effective_dt|iban|status
ACT-20303|VD-0552|2010-11-17 00:00:00|CH9251545668933296643|inactive
ACT-43136|VD-0047|2016-10-11 00:00:00|CH9555739460904000751|active
ACT-26293|VD-0458|2010-01-05 00:00:00|CH3612266069896247906|inactive
ACT-20482|VD-0011|2012-08-29 00:00:00|CH6888600385380472898|inactive
ACT-36032|VD-0262|2016-12-27 00:00:00|CH1567618634536608562|inactive
ACT-72398|VD-0552|2016-12-09 00:00:00|CH9528020524665509054|inactive
ACT-77984|VD-0331|2014-07-16 00:00:00|CH7691814883241450971|active
ACT-94689|VD-0213|2013-01-21 00:00:00|CH6687978805800406828|inactive
ACT-20690|VD-0166|2016-09-16 00:00:00|CH1373694692548657231|inactive
ACT-31305|VD-0542|2015-11-27 00:00:00|CH1685555921012699179|inactive
ACT-97377|VD-0490|2016-10-10 00:00:00|CH1893918070090659446|inactive
ACT-17849|VD-0261|2016-03-22 00:00:00|CH9789911715907197465|active
ACT-60462|VD-0052|2014-04-22 00:00:00|CH0584407353037314373|inactive
ACT-31429|VD-0342|2016-05-17 00:00:00|CH6082171501168390812|inactive
ACT-43582|VD-0327|2013-08-15 00:00:00|CH2733978683495348429|inactive
ACT-68014|VD-0294|2011-06-14 00:00:00|CH7846467233080307316|inactive
ACT-61450|VD-0406|2011-10-10 00:00:00|CH6417100274584512138|inactive
ACT-85752|VD-0332|2010-03-09 00:00:00|CH7640657072673660065|inactive
ACT-89248|VD-0232|2014-01-20 00:00:00|CH8590484646923182779|inactive
ACT-64955|VD-0031|2011-11-09 00:00:00|CH9059800272223636109|inactive
ACT-20882|VD-0499|2015-12-03 00:00:00|CH9362282823740024720|inactive
ACT-16052|VD-0214|2014-10-21 00:00:00|CH0827626028776338256|active
ACT-72573|VD-0461|2016-01-21 00:00:00|CH9460991585208143427|active
ACT-37207|VD-0368|2015-12-01 00:00:00|CH4893975833329769452|inactive
ACT-71604|VD-0035|2006-02-27 00:00:00|CH5684383851037923761|inactive
ACT-33735|VD-0014|2010-11-29 00:00:00|CH8149553336863846798|inactive
ACT-58973|VD-0101|2015-10-29 00:00:00|CH0764734969086295632|inactive
ACT-48502|VD-0287|2016-06-08 00:00:00|CH5043766345605439340|inactive
ACT-42177|VD-0379|2016-11-09 00:00:00|CH3770007033876325079|inactive
ACT-86175|VD-0063|2016-09-21 00:00:00|CH6218075611793489779|inactive
ACT-62884|VD-0233|2013-10-01 00:00:00|CH6420473731956784573|inactive
ACT-71092|VD-0246|2014-12-09 00:00:00|CH8705472848985155831|active
ACT-88407|VD-0564|2016-12-20 00:00:00|CH3258276658720439169|inactive
ACT-61581|VD-0255|2016-12-13 00:00:00|CH3330171291680941406|inactive
ACT-38261|VD-0074|2016-12-01 00:00:00|CH1396683322404415097|active
ACT-28250|VD-0096|2015-07-31 00:00:00|CH0801430636960142584|active
ACT-86526|VD-0042|2012-04-02 00:00:00|CH0230689119802042320|active
ACT-69837|VD-0245|2013-01-03 00:00:00|CH5016167931570684520|active
ACT-46882|VD-0060|2016-07-25 00:00:00|CH0802631250335874953|inactive
ACT-85337|VD-0518|2013-09-16 00:00:00|CH8056862540759022599|active
ACT-97929|VD-0148|2011-09-30 00:00:00|CH8519095320416801624|active
ACT-33659|VD-0019|2008-04-28 00:00:00|CH5991574915794286044|inactive
ACT-83627|VD-0060|2016-05-18 00:00:00|CH3753566921518594655|inactive
ACT-95446|VD-0479|2016-12-13 00:00:00|CH4728765260384175824|inactive
ACT-30908|VD-0062|2011-01-03 00:00:00|CH9748374558553254830|active
ACT-98047|VD-0440|2015-01-08 00:00:00|CH9742029207349073482|inactive
ACT-42386|VD-0560|2014-09-11 00:00:00|CH8751614192513633050|inactive
ACT-89225|VD-0160|2016-02-24 00:00:00|CH5451033520934011615|active
ACT-53682|VD-0203|2011-05-05 00:00:00|CH7701451483592286574|inactive
ACT-47639|VD-0501|2013-04-22 00:00:00|CH1229001126853696352|inactive
ACT-81694|VD-0346|2012-01-03 00:00:00|CH6067710571039037974|inactive
ACT-24425|VD-0407|2011-10-17 00:00:00|CH4944797152243717648|inactive
ACT-52198|VD-0566|2007-11-09 00:00:00|CH3875104338294434067|inactive
ACT-52589|VD-0476|2014-02-10 00:00:00|CH3012669067467287627|inactive
ACT-20032|VD-0506|2016-08-22 00:00:00|CH9374410879408862144|inactive
ACT-81047|VD-0111|2009-05-14 00:00:00|CH0885336611336156740|inactive
ACT-61715|VD-0465|2016-10-11 00:00:00|CH6297680486501550946|inactive
ACT-75919|VD-0114|2016-01-25 00:00:00|CH8083506944089893064|inactive
ACT-42053|VD-0254|2013-10-24 00:00:00|CH7984966197042477567|inactive
ACT-65355|VD-0113|2014-04-23 00:00:00|CH7251793668894032777|active
ACT-86094|VD-0115|2014-12-01 00:00:00|CH2311288932462646658|active
ACT-99711|VD-0385|2006-12-22 00:00:00|CH6937882791996185326|inactive
ACT-35030|VD-0199|2015-06-04 00:00:00|CH2776009455955283091|active
ACT-40105|VD-0113|2009-06-15 00:00:00|CH6888912986470901489|inactive
ACT-17770|VD-0193|2013-12-31 00:00:00|CH2723227751600982100|inactive
ACT-77297|VD-0394|2016-12-20 00:00:00|CH4261126639705079581|inactive
ACT-99906|VD-0129|2014-06-10 00:00:00|CH8289302823406137354|active
ACT-59655|VD-0507|2016-12-29 00:00:00|CH9676719171321291068|inactive
ACT-39265|VD-0408|2014-09-01 00:00:00|CH4648625117642281009|inactive
ACT-40736|VD-0447|2016-02-05 00:00:00|CH4577038679949415244|inactive
ACT-72810|VD-0182|2016-08-26 00:00:00|CH3849338744162771324|inactive
ACT-90320|VD-0583|2009-08-06 00:00:00|CH1730623102025737080|active
ACT-83920|VD-0186|2009-11-16 00:00:00|CH0742107555827828575|inactive
ACT-77236|VD-0353|2014-06-26 00:00:00|CH4104052683368970056|inactive
ACT-23045|VD-0088|2005-01-03 00:00:00|CH8686793356168814074|inactive
ACT-28240|VD-0338|2014-12-10 00:00:00|CH1171021088124605427|active
ACT-22641|VD-0278|2016-03-21 00:00:00|CH1306692082933296368|active
ACT-38901|VD-0364|2016-09-08 00:00:00|CH4069758439331053594|active
ACT-37359|VD-0455|2011-02-09 00:00:00|CH4591639347682233602|inactive
ACT-40707|VD-0326|2016-11-30 00:00:00|CH8512552467522591391|active
ACT-92455|VD-0454|2015-04-17 00:00:00|CH1268149739259201273|active
ACT-88439|VD-0477|2013-10-28 00:00:00|CH6128620785322465988|inactive
ACT-21534|VD-0505|2013-12-12 00:00:00|CH1581418047321948178|inactive
ACT-17620|VD-0177|2013-06-03 00:00:00|CH5274074405184873522|inactive
ACT-91458|VD-0483|2012-07-23 00:00:00|CH3900235875564804966|inactive
ACT-87344|VD-0430|2016-09-16 00:00:00|CH0229840069855212400|active
ACT-69005|VD-0310|2012-05-16 00:00:00|CH1279964059181088254|inactive
ACT-22473|VD-0510|2013-05-24 00:00:00|CH4622907199612343507|active
ACT-73189|VD-0182|2016-04-07 00:00:00|CH6212219411585361696|inactive
ACT-17183|VD-0582|2015-08-12 00:00:00|CH5221692689949205342|inactive
ACT-84585|VD-0097|2014-11-07 00:00:00|CH4564098453653188430|inactive
ACT-27376|VD-0013|2012-05-18 00:00:00|CH4367311062112770704|active
ACT-47712|VD-0382|2016-09-13 00:00:00|CH7596037253612967684|active
ACT-29473|VD-0205|2016-10-27 00:00:00|CH6156165405355297844|active
ACT-99027|VD-0448|2012-08-13 00:00:00|CH8416776422994992123|inactive
ACT-24136|VD-0310|2015-08-26 00:00:00|CH1527459348174071233|inactive
ACT-37943|VD-0048|2016-12-29 00:00:00|CH3583138268782673077|active
ACT-27762|VD-0383|2016-04-21 00:00:00|CH6164696367194730727|inactive
ACT-12310|VD-0206|2016-11-01 00:00:00|CH7010391221892072726|active
ACT-45088|VD-0227|2010-05-18 00:00:00|CH6967525071927721317|inactive
ACT-43437|VD-0500|2013-12-10 00:00:00|CH1329982573532722330|inactive
ACT-65262|VD-0341|2016-12-15 00:00:00|CH5981477650444921874|inactive
ACT-87032|VD-0519|2016-11-22 00:00:00|CH0849663472054945482|active
ACT-25959|VD-0107|2016-02-09 00:00:00|CH3455988032644777077|active
ACT-26251|VD-0222|2016-12-27 00:00:00|CH9838923701558459592|inactive
ACT-83372|VD-0528|2006-01-30 00:00:00|CH8422761857031601846|inactive
ACT-60065|VD-0478|2013-09-02 00:00:00|CH7640789444506502542|inactive
ACT-17800|VD-0189|2016-05-26 00:00:00|CH3563039434141175908|inactive
ACT-63540|VD-0363|2016-12-20 00:00:00|CH9101418560503521624|active
ACT-98312|VD-0326|2016-04-13 00:00:00|CH9345864560511517559|inactive
ACT-11601|VD-0131|2011-07-19 00:00:00|CH9442271069273935457|inactive
ACT-24003|VD-0175|2016-07-12 00:00:00|CH6112572146350108480|inactive
ACT-57453|VD-0567|2016-10-20 00:00:00|CH7273997089329069914|active
ACT-12113|VD-0060|2007-08-20 00:00:00|CH5141683874805812056|inactive
ACT-29462|VD-0528|2016-11-24 00:00:00|CH1469764000638116853|inactive
ACT-54339|VD-0543|2016-12-06 00:00:00|CH3423536108762068429|inactive
ACT-96144|VD-0437|2013-12-16 00:00:00|CH9363396285304720861|inactive
ACT-64880|VD-0066|2016-08-10 00:00:00|CH6869323469715460958|inactive
ACT-21917|VD-0351|2016-12-13 00:00:00|CH0438449441200176891|inactive
ACT-12334|VD-0229|2013-12-11 00:00:00|CH7082445209651621654|inactive
ACT-65062|VD-0117|2016-08-29 00:00:00|CH7341813371014195756|inactive
ACT-41411|VD-0173|2016-09-30 00:00:00|CH3944952886896151839|active
ACT-68488|VD-0568|2015-03-24 00:00:00|CH8080178270903799375|inactive
ACT-86762|VD-0405|2014-09-15 00:00:00|CH7268511764845862075|inactive
ACT-69916|VD-0162|2015-08-07 00:00:00|CH3997961485921898872|active
ACT-54315|VD-0071|2016-12-23 00:00:00|CH7053109204676688821|inactive
ACT-56285|VD-0203|2011-05-12 00:00:00|CH2064272667534456544|inactive
ACT-82611|VD-0033|2013-07-23 00:00:00|CH4977975109076063043|inactive
ACT-81844|VD-0386|2016-12-30 00:00:00|CH0509559892526451473|active
ACT-38515|VD-0372|2016-07-12 00:00:00|CH1376240389444288901|inactive
ACT-48640|VD-0130|2016-06-22 00:00:00|CH9334233401219239108|active
ACT-63910|VD-0240|2013-09-05 00:00:00|CH9809251479675411392|active
ACT-98403|VD-0487|2014-01-28 00:00:00|CH9684528808320188708|inactive
ACT-41709|VD-0103|2015-09-04 00:00:00|CH7442203400965648640|inactive
ACT-17935|VD-0218|2014-09-11 00:00:00|CH6964351806788896513|active
ACT-87634|VD-0218|2006-11-27 00:00:00|CH3363348934142583944|inactive
ACT-49347|VD-0178|2014-05-16 00:00:00|CH5838090772203978613|active
ACT-44440|VD-0015|2014-10-10 00:00:00|CH9289640992088439043|active
ACT-11451|VD-0473|2009-05-25 00:00:00|CH4500868518992062586|inactive
ACT-92664|VD-0465|2016-11-22 00:00:00|CH4977765686343365943|active
ACT-60951|VD-0015|2016-09-22 00:00:00|CH8058156696276820400|inactive
ACT-34099|VD-0320|2016-10-27 00:00:00|CH9132072221799701986|inactive
ACT-23464|VD-0268|2016-12-29 00:00:00|CH8726468834457971814|inactive
ACT-50963|VD-0473|2016-12-14 00:00:00|CH4444154260041256485|inactive
ACT-82519|VD-0271|2016-10-03 00:00:00|CH3245527083052723198|inactive
ACT-18350|VD-0094|2014-08-21 00:00:00|CH1413776715172339360|inactive
ACT-68751|VD-0291|2009-04-28 00:00:00|CH2944925996098834073|inactive
ACT-59234|VD-0386|2016-03-29 00:00:00|CH7527563608257111878|inactive
ACT-12659|VD-0559|2016-05-20 00:00:00|CH5405363811061405652|inactive
ACT-86432|VD-0174|2016-10-19 00:00:00|CH6419599569599641369|inactive
ACT-91545|VD-0027|2015-11-24 00:00:00|CH6156450000385864392|active
ACT-59831|VD-0451|2014-05-16 00:00:00|CH4058196841149096715|active
ACT-92424|VD-0336|2016-03-17 00:00:00|CH0842066638140845752|inactive
ACT-42839|VD-0470|2015-08-10 00:00:00|CH5294735981503721844|inactive
ACT-14969|VD-0363|2016-12-08 00:00:00|CH5907818191021419044|inactive
ACT-64403|VD-0486|2015-10-07 00:00:00|CH2884421866047068470|inactive
ACT-33361|VD-0181|2012-11-26 00:00:00|CH1261082701007111572|inactive
ACT-71860|VD-0081|2013-06-25 00:00:00|CH8982770971051221613|inactive
ACT-35524|VD-0317|2011-06-08 00:00:00|CH6067638354177657587|active
ACT-82745|VD-0458|2009-10-19 00:00:00|CH6775461089414192680|inactive
ACT-46532|VD-0499|2015-11-24 00:00:00|CH9721571677681130732|inactive
ACT-14655|VD-0145|2016-10-21 00:00:00|CH7784619454693816771|active
ACT-94616|VD-0230|2014-03-03 00:00:00|CH2208576796569609896|inactive
ACT-57852|VD-0523|2007-06-13 00:00:00|CH3093653925319983226|inactive
ACT-26162|VD-0273|2016-10-21 00:00:00|CH9318634853603420440|active
ACT-69965|VD-0279|2016-05-20 00:00:00|CH3659672605735002579|inactive
ACT-37318|VD-0168|2016-12-28 00:00:00|CH5243864957271115803|active
ACT-76281|VD-0489|2014-01-03 00:00:00|CH5514887382962714802|inactive
ACT-54573|VD-0248|2016-02-17 00:00:00|CH1138787884006256062|active
ACT-71955|VD-0474|2015-11-05 00:00:00|CH8763289806736844769|inactive
ACT-56014|VD-0336|2016-12-08 00:00:00|CH0487908015971571718|inactive
ACT-40553|VD-0075|2016-10-06 00:00:00|CH5098733483045092856|inactive
ACT-21302|VD-0559|2015-12-08 00:00:00|CH8913537995034179945|inactive
ACT-99716|VD-0259|2016-01-06 00:00:00|CH6156812796733446276|inactive
ACT-36407|VD-0334|2013-08-08 00:00:00|CH8660810024488530504|active
ACT-59130|VD-0140|2016-12-01 00:00:00|CH2620244837858912246|active
ACT-14737|VD-0157|2013-06-03 00:00:00|CH4944841118411592176|inactive
ACT-23522|VD-0409|2013-03-04 00:00:00|CH6449235445574599284|inactive
ACT-25957|VD-0350|2006-12-28 00:00:00|CH7858485875558023016|inactive
ACT-24696|VD-0567|2015-07-29 00:00:00|CH9820887739331706047|inactive
ACT-60311|VD-0366|2013-03-26 00:00:00|CH8479780730826506203|inactive
ACT-79757|VD-0490|2011-04-05 00:00:00|CH6212165682346319731|inactive
ACT-88196|VD-0527|2007-06-14 00:00:00|CH9428992084357282376|inactive
ACT-93149|VD-0074|2013-10-23 00:00:00|CH6092440348645579240|inactive
ACT-77699|VD-0307|2015-09-14 00:00:00|CH3734166428263140189|inactive
ACT-93561|VD-0351|2014-09-10 00:00:00|CH2360909227377101512|inactive
ACT-94176|VD-0258|2011-10-07 00:00:00|CH1079837125621971364|inactive
ACT-56359|VD-0157|2016-01-08 00:00:00|CH0643444105156503869|inactive
ACT-38912|VD-0014|2016-12-22 00:00:00|CH7042371060150580078|inactive
ACT-28450|VD-0251|2007-11-19 00:00:00|CH2630057587484919956|inactive
ACT-22178|VD-0034|2016-12-13 00:00:00|CH2395781728385056592|inactive
ACT-10562|VD-0113|2011-12-01 00:00:00|CH4353147584001729475|inactive
ACT-11665|VD-0496|2016-12-19 00:00:00|CH5763215931015533650|inactive
ACT-78815|VD-0506|2016-12-27 00:00:00|CH2830898254095621693|active
ACT-41078|VD-0097|2014-11-12 00:00:00|CH7784775266988715830|active
ACT-30811|VD-0438|2015-02-27 00:00:00|CH1609560233002784599|active
ACT-28404|VD-0258|2015-08-27 00:00:00|CH9253834069708414565|active
ACT-39409|VD-0027|2012-12-06 00:00:00|CH2207144139923108784|inactive
ACT-88170|VD-0137|2015-03-25 00:00:00|CH6960470121167326005|inactive
ACT-97066|VD-0365|2016-12-30 00:00:00|CH3844386107783500791|active
ACT-60804|VD-0315|2013-05-30 00:00:00|CH5348431272737848937|inactive
ACT-86156|VD-0234|2016-09-07 00:00:00|CH8474094850399460489|active
ACT-53949|VD-0274|2012-11-09 00:00:00|CH6409889203777660953|active
ACT-50671|VD-0361|2016-01-11 00:00:00|CH7106501264512219164|inactive
ACT-57737|VD-0018|2013-12-11 00:00:00|CH1748301141483297522|active
ACT-98313|VD-0192|2012-09-27 00:00:00|CH5921738385205512118|inactive
ACT-60608|VD-0269|2014-06-17 00:00:00|CH0372769499000754798|inactive
ACT-45613|VD-0418|2016-09-12 00:00:00|CH1214097082194847995|inactive
ACT-67648|VD-0519|2016-07-08 00:00:00|CH6279763283314841536|inactive
ACT-29258|VD-0149|2008-05-16 00:00:00|CH0201003549528865618|inactive
ACT-77186|VD-0207|2015-01-07 00:00:00|CH5522506728074616694|inactive
ACT-14885|VD-0255|2016-11-21 00:00:00|CH4485020023739605184|inactive
ACT-27533|VD-0145|2016-10-27 00:00:00|CH2322144983151971493|inactive
ACT-69416|VD-0103|2016-11-01 00:00:00|CH2386336748917369850|active
ACT-37795|VD-0462|2015-11-23 00:00:00|CH2822237230368844294|inactive
ACT-84759|VD-0231|2010-12-17 00:00:00|CH4059761171524934384|inactive
ACT-26693|VD-0291|2013-04-25 00:00:00|CH3059747129248059116|inactive
ACT-99585|VD-0122|2016-08-11 00:00:00|CH3457561590392268480|inactive
ACT-10449|VD-0532|2015-06-29 00:00:00|CH3883710834864293650|inactive
ACT-75347|VD-0126|2016-06-22 00:00:00|CH5751964736119824736|inactive
ACT-44924|VD-0340|2015-04-22 00:00:00|CH3319241958142122918|inactive
ACT-71252|VD-0508|2005-08-08 00:00:00|CH9663126175826444302|inactive
ACT-13089|VD-0472|2016-12-29 00:00:00|CH8522870925329194431|inactive
ACT-46108|VD-0477|2016-08-08 00:00:00|CH0369716332971001687|active
ACT-13719|VD-0025|2011-12-06 00:00:00|CH5199380750833496316|inactive
ACT-51274|VD-0088|2008-11-20 00:00:00|CH3480798619905333490|active
ACT-48001|VD-0170|2016-07-19 00:00:00|CH4519945000469878127|active
ACT-63494|VD-0156|2013-07-31 00:00:00|CH6370901712183583317|inactive
ACT-71739|VD-0266|2014-01-27 00:00:00|CH5322171689492150160|inactive
ACT-67737|VD-0189|2016-12-30 00:00:00|CH8377690891998393896|inactive
ACT-11697|VD-0416|2009-04-21 00:00:00|CH3483110049878218987|active
ACT-65495|VD-0089|2014-08-21 00:00:00|CH0832181828699378907|inactive
ACT-49956|VD-0267|2015-02-10 00:00:00|CH5110103852657000676|inactive
ACT-46132|VD-0301|2014-12-22 00:00:00|CH7150898877248606249|inactive
ACT-37161|VD-0045|2016-12-27 00:00:00|CH0405375416746158096|inactive
ACT-58558|VD-0045|2013-12-23 00:00:00|CH1569651867930413565|inactive
ACT-47094|VD-0249|2016-10-11 00:00:00|CH0476473458006369925|active
ACT-58141|VD-0466|2015-05-21 00:00:00|CH4958695335619446172|active
ACT-29375|VD-0011|2016-01-27 00:00:00|CH6050797830108197350|inactive
ACT-89317|VD-0339|2015-08-17 00:00:00|CH2904877076051141479|active
ACT-89535|VD-0043|2009-12-18 00:00:00|CH4859972362682465663|active
ACT-12727|VD-0439|2016-06-07 00:00:00|CH0469964683089295059|inactive
ACT-30458|VD-0135|2016-11-30 00:00:00|CH4213014827439288727|inactive
ACT-14189|VD-0460|2011-05-26 00:00:00|CH5113429654953071542|active
ACT-29788|VD-0191|2015-07-15 00:00:00|CH7156941793341892264|inactive
ACT-80531|VD-0237|2016-07-07 00:00:00|CH7081046463011172859|active
ACT-87000|VD-0205|2016-11-04 00:00:00|CH3263127736050875537|inactive
ACT-37182|VD-0432|2013-02-11 00:00:00|CH4480667801688473197|inactive
ACT-70713|VD-0070|2010-05-10 00:00:00|CH6920640009346371048|inactive
ACT-19011|VD-0223|2016-08-17 00:00:00|CH1399349572532260238|inactive
ACT-14640|VD-0425|2015-05-20 00:00:00|CH6191855417127844473|inactive
ACT-61334|VD-0576|2016-04-27 00:00:00|CH2825850289822331123|active
ACT-71019|VD-0430|2015-11-04 00:00:00|CH4751724304636786817|inactive
ACT-80604|VD-0288|2011-04-21 00:00:00|CH1917558787087877808|inactive
ACT-33204|VD-0367|2012-10-30 00:00:00|CH5196529317417892673|active
ACT-12361|VD-0552|2016-12-14 00:00:00|CH2572355921193834889|inactive
ACT-58807|VD-0469|2015-08-19 00:00:00|CH9815539544827362084|active
ACT-48153|VD-0385|2007-02-21 00:00:00|CH0566602870335227623|inactive
ACT-88386|VD-0360|2016-12-06 00:00:00|CH5097568005356476345|active
ACT-28780|VD-0350|2016-09-29 00:00:00|CH7433131654969041337|inactive
ACT-71300|VD-0391|2016-08-29 00:00:00|CH6459415840512528802|inactive
ACT-31363|VD-0291|2014-07-18 00:00:00|CH7715810649269651699|active
ACT-58102|VD-0144|2016-12-09 00:00:00|CH5491365377791348228|inactive
ACT-80768|VD-0515|2016-11-15 00:00:00|CH6310287195177103091|active
ACT-80027|VD-0294|2015-09-01 00:00:00|CH9754247590139884234|inactive
ACT-15485|VD-0587|2014-12-10 00:00:00|CH7593676707864770069|inactive
ACT-14480|VD-0092|2014-07-03 00:00:00|CH2295947015777058670|inactive
ACT-99579|VD-0080|2010-07-27 00:00:00|CH7547643587461665366|inactive
ACT-93327|VD-0164|2014-06-02 00:00:00|CH5026806852733168315|inactive
ACT-14171|VD-0038|2012-11-15 00:00:00|CH8605815814048431516|inactive
ACT-85178|VD-0151|2014-01-03 00:00:00|CH6006571618605058822|inactive
ACT-83064|VD-0432|2005-07-22 00:00:00|CH5314346292732121240|inactive
ACT-47536|VD-0082|2013-03-14 00:00:00|CH6919105467132284065|active
ACT-69486|VD-0435|2015-09-03 00:00:00|CH6469549566835675507|inactive
ACT-13812|VD-0576|2016-12-01 00:00:00|CH6027267040415521943|inactive
ACT-18063|VD-0506|2016-11-07 00:00:00|CH8460718133130601531|inactive
ACT-96902|VD-0309|2015-01-15 00:00:00|CH9073388283686230275|inactive
ACT-47058|VD-0089|2016-02-29 00:00:00|CH3987677024885780788|inactive
ACT-53883|VD-0478|2016-12-08 00:00:00|CH6525051052542047010|active
ACT-57348|VD-0433|2015-02-18 00:00:00|CH5891930003083050068|active
ACT-52209|VD-0569|2015-08-26 00:00:00|CH4319848653502076742|active
ACT-83656|VD-0362|2016-12-27 00:00:00|CH7417650503765398550|active
ACT-40028|VD-0560|2016-08-11 00:00:00|CH6109183036372531724|active
ACT-95267|VD-0118|2009-03-12 00:00:00|CH6951297637104228619|inactive
ACT-76920|VD-0075|2015-10-01 00:00:00|CH1140743001416952923|inactive
ACT-16810|VD-0138|2013-03-12 00:00:00|CH1249295647715270810|inactive
ACT-45647|VD-0515|2016-12-07 00:00:00|CH5042244319349144354|inactive
ACT-80359|VD-0501|2016-06-17 00:00:00|CH8584641939106114061|inactive
ACT-18664|VD-0428|2014-06-10 00:00:00|CH3097062057442206721|inactive
ACT-85043|VD-0538|2016-04-11 00:00:00|CH4003049788417397926|inactive
ACT-18794|VD-0291|2012-12-11 00:00:00|CH8984234635395404592|inactive
ACT-35394|VD-0143|2013-11-29 00:00:00|CH3184169986299472100|inactive
ACT-63916|VD-0187|2016-12-30 00:00:00|CH9151429540022631819|active
ACT-19695|VD-0415|2012-01-26 00:00:00|CH3218679570929686955|inactive
ACT-50682|VD-0277|2015-03-23 00:00:00|CH4571346693824488276|inactive
ACT-14920|VD-0501|2015-08-20 00:00:00|CH5088079216680893260|active
ACT-75218|VD-0278|2014-02-26 00:00:00|CH9815891227491178579|inactive
ACT-46970|VD-0405|2016-06-23 00:00:00|CH2361807647951693418|active
ACT-64314|VD-0332|2015-11-06 00:00:00|CH0428809868786228911|active
ACT-48568|VD-0470|2016-11-02 00:00:00|CH6120057589468071099|active
ACT-59755|VD-0432|2012-01-18 00:00:00|CH2508710503869615577|inactive
ACT-70849|VD-0513|2007-12-03 00:00:00|CH6155222698252816217|active
ACT-20891|VD-0059|2014-05-21 00:00:00|CH9279528865336727992|inactive
ACT-46615|VD-0544|2015-03-12 00:00:00|CH4712720575511671092|inactive
ACT-87339|VD-0151|2016-12-19 00:00:00|CH2676213795229648290|active
ACT-30911|VD-0315|2009-11-12 00:00:00|CH0445395840032907543|inactive
ACT-46570|VD-0449|2015-01-30 00:00:00|CH8411024405463591776|active
ACT-82192|VD-0275|2006-07-21 00:00:00|CH1801671059154541304|inactive
ACT-75859|VD-0442|2013-10-30 00:00:00|CH9238928441854771474|inactive
ACT-18248|VD-0215|2015-11-12 00:00:00|CH7633678023217019431|inactive
ACT-58997|VD-0014|2016-12-28 00:00:00|CH2527167101216711292|active
ACT-15343|VD-0112|2016-10-06 00:00:00|CH5120309856359041389|inactive
ACT-56481|VD-0145|2016-06-24 00:00:00|CH0427485326991851883|inactive
ACT-32682|VD-0298|2016-02-01 00:00:00|CH1546211607516066484|inactive
ACT-98962|VD-0284|2009-01-19 00:00:00|CH1901592385788236704|inactive
ACT-19241|VD-0314|2013-03-26 00:00:00|CH6468592563444345240|inactive
ACT-38682|VD-0319|2015-01-28 00:00:00|CH2425649949762821818|inactive
ACT-40139|VD-0360|2016-01-13 00:00:00|CH9132947677962892083|inactive
ACT-86957|VD-0445|2016-12-02 00:00:00|CH3259763857354195954|active
ACT-12405|VD-0327|2014-11-06 00:00:00|CH7893640253184336519|active
ACT-54637|VD-0268|2016-11-11 00:00:00|CH2704228642941218670|inactive
ACT-61557|VD-0319|2012-04-30 00:00:00|CH6558372423138708030|inactive
ACT-99115|VD-0068|2016-11-03 00:00:00|CH9621924318612411767|inactive
ACT-59578|VD-0384|2015-07-07 00:00:00|CH2009109499023483380|inactive
ACT-19787|VD-0199|2016-12-16 00:00:00|CH7622902102531633688|inactive
ACT-83198|VD-0443|2015-08-17 00:00:00|CH2255553765066706404|inactive
ACT-12685|VD-0005|2009-06-12 00:00:00|CH2315151673709736945|inactive
ACT-37064|VD-0390|2015-07-07 00:00:00|CH0456182220155396719|active
ACT-58285|VD-0351|2016-12-15 00:00:00|CH4232053990427594014|inactive
ACT-82684|VD-0071|2013-03-18 00:00:00|CH7500824649477897712|inactive
ACT-67131|VD-0136|2014-04-23 00:00:00|CH9042545089517276107|active
ACT-59956|VD-0407|2015-08-17 00:00:00|CH1212759137980150044|active
ACT-70307|VD-0246|2010-02-02 00:00:00|CH2327144883772249316|inactive
ACT-96367|VD-0579|2012-11-26 00:00:00|CH8856044881977434360|inactive
ACT-76502|VD-0295|2016-09-08 00:00:00|CH5164631211856412254|inactive
ACT-98990|VD-0048|2016-10-05 00:00:00|CH2735211417615366982|inactive
ACT-55648|VD-0305|2012-07-18 00:00:00|CH5790064137014665075|inactive
ACT-60258|VD-0033|2016-10-12 00:00:00|CH9000489731632993355|inactive
ACT-88863|VD-0077|2011-03-18 00:00:00|CH3639724808051880983|inactive
ACT-17724|VD-0333|2015-07-03 00:00:00|CH7798996756061210738|active
ACT-27045|VD-0131|2016-02-24 00:00:00|CH9873823891384373082|inactive
ACT-40842|VD-0142|2012-06-07 00:00:00|CH4190271053756776836|inactive
ACT-15293|VD-0018|2011-12-07 00:00:00|CH7886722509964194136|inactive
ACT-61524|VD-0519|2016-10-05 00:00:00|CH0904350982515380161|inactive
ACT-10196|VD-0070|2016-12-06 00:00:00|CH8556426835970720095|active
ACT-43428|VD-0410|2015-03-24 00:00:00|CH3085828161309370194|inactive
ACT-79538|VD-0112|2015-02-25 00:00:00|CH0619016605702832070|active
ACT-92766|VD-0577|2011-01-27 00:00:00|CH2561627193798318817|inactive
ACT-18958|VD-0390|2008-12-10 00:00:00|CH0434689676679455421|inactive
ACT-55137|VD-0126|2016-12-05 00:00:00|CH8279051853618618425|inactive
ACT-48296|VD-0244|2013-10-14 00:00:00|CH8912463632620892869|inactive
ACT-38909|VD-0395|2016-04-27 00:00:00|CH6067399321910631856|inactive
ACT-18386|VD-0228|2016-08-11 00:00:00|CH6052786431686725875|inactive
ACT-51489|VD-0489|2015-12-10 00:00:00|CH9457159792732253895|inactive
